"source_mat_id","chlorophyll","chlorophyll_method","sea_surf_temp","sea_surf_temp_method","sea_subsurf_temp","sea_subsurf_temp_method","sea_surf_salinity","sea_surf_salinity_method","sea_subsurf_salinity","sea_subsurf_salinity_method","alkalinity","alkalinity_method","ammonium","ammonium_method","bac_prod","bac_prod_method","biomass","biomass_method","chem_administration","conduc","conduc_method","density","density_method","diss_carb_dioxide","diss_carb_dioxide_method","diss_inorg_carb","diss_inorg_carb_method","diss_org_carb","diss_org_carb_method","diss_org_nitro","diss_org_nitro_method","diss_oxygen","diss_oxygen_method","down_par","down_par_method","n_alkanes","n_alkanes_method","nitrate","nitrate_method","nitrite","nitrite_method","organism_count","organism_count_method","ph","ph_method","part_org_carb","part_org_carb_method","part_org_nitro","part_org_nitro_method","petroleum_hydrocarb","petroleum_hydrocarb_method","phaeopigments","phaeopigments_method","phosphate","phosphate_method","pigments","pigments_method","pressure","pressure_method","primary_prod","primary_prod_method","silicate","silicate_method","sulfate","sulfate_method","sulfide","sulfide_method","turbidity","turbidity_method","water_current","water_current_method"
"EMOBON_PiEPlentzia_Wa_230628_200um_blank_1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"EMOBON_PiEPlentzia_Wa_230628_3um_blank_1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"EMOBON_PiEPlentzia_Wa_230904_200um_1",0.889,"HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000",21.8,"YSI ProDSS",21.8,"YSI ProDSS",34.3,"YSI ProDSS",34,"YSI ProDSS",,,,,,,,,,47.389,"YSI ProDSS",,,,,,,,,,,,,,,,,,,,,,,8.84,"YSI ProDSS",,,,,,,,,,,"Chlorophylide a ; MgDvp ; C2 ; C1 ; Peridinin ; 19'Buthane  ; Fucoxanthin 0.180; Neoxanthin ; Prasinoxanthin ; Violaxanthin ; HFU 0.239; Diadinoxanthin 0.124; Aloxanthin 0.131; Diatoxanthin ; Monadoxanthin ; Zeaxanthin ; Luthein ; Clorophyll b 0.889; Clorophyll a 0.636; non polar C2(14-14) ; Pheophytin a ; Alpha-carothene ; B-carothene 0.221","HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000",,,,,,,,,,,,,,
"EMOBON_PiEPlentzia_Wa_230904_200um_2",0.889,"HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000",21.8,"YSI ProDSS",21.8,"YSI ProDSS",34.3,"YSI ProDSS",34,"YSI ProDSS",,,,,,,,,,47.389,"YSI ProDSS",,,,,,,,,,,,,,,,,,,,,,,8.84,"YSI ProDSS",,,,,,,,,,,"Chlorophylide a ; MgDvp ; C2 ; C1 ; Peridinin ; 19'Buthane  ; Fucoxanthin 0.180; Neoxanthin ; Prasinoxanthin ; Violaxanthin ; HFU 0.239; Diadinoxanthin 0.124; Aloxanthin 0.131; Diatoxanthin ; Monadoxanthin ; Zeaxanthin ; Luthein ; Clorophyll b 0.889; Clorophyll a 0.636; non polar C2(14-14) ; Pheophytin a ; Alpha-carothene ; B-carothene 0.221","HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000",,,,,,,,,,,,,,
"EMOBON_PiEPlentzia_Wa_230904_3um_1",0.889,"HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000",21.8,"YSI ProDSS",21.8,"YSI ProDSS",34.3,"YSI ProDSS",34.3,"YSI ProDSS",,,,,,,,,,47.389,"YSI ProDSS",,,,,,,,,,,,,,,,,,,,,,,8.84,"YSI ProDSS",,,,,,,,,,,"Chlorophylide a ; MgDvp ; C2 ; C1 ; Peridinin ; 19'Buthane  ; Fucoxanthin 0.180; Neoxanthin ; Prasinoxanthin ; Violaxanthin ; HFU 0.239; Diadinoxanthin 0.124; Aloxanthin 0.131; Diatoxanthin ; Monadoxanthin ; Zeaxanthin ; Luthein ; Clorophyll b 0.889; Clorophyll a 0.636; non polar C2(14-14) ; Pheophytin a ; Alpha-carothene ; B-carothene 0.221","HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000",,,,,,,,,,,,,,
"EMOBON_PiEPlentzia_Wa_230904_3um_2",0.889,"HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000",21.8,"YSI ProDSS",21.8,"YSI ProDSS",34.3,"YSI ProDSS",34,"YSI ProDSS",,,,,,,,,,47.389,"YSI ProDSS",,,,,,,,,,,,,,,,,,,,,,,8.84,"YSI ProDSS",,,,,,,,,,,"Chlorophylide a ; MgDvp ; C2 ; C1 ; Peridinin ; 19'Buthane  ; Fucoxanthin 0.180; Neoxanthin ; Prasinoxanthin ; Violaxanthin ; HFU 0.239; Diadinoxanthin 0.124; Aloxanthin 0.131; Diatoxanthin ; Monadoxanthin ; Zeaxanthin ; Luthein ; Clorophyll b 0.889; Clorophyll a 0.636; non polar C2(14-14) ; Pheophytin a ; Alpha-carothene ; B-carothene 0.221","HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000",,,,,,,,,,,,,,
"EMOBON_PiEPlentzia_Wa_230904_200um_blank","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"EMOBON_PiEPlentzia_Wa_230904_3um_blank","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"EMOBON_PiEPlentzia_Wa_230904_200um_3",0.889,"HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000",21.8,"YSI ProDSS",21.8,"YSI ProDSS",34.3,"YSI ProDSS",34,"YSI ProDSS",,,,,,,,,,47.389,"YSI ProDSS",,,,,,,,,,,,,,,,,,,,,,,8.84,"YSI ProDSS",,,,,,,,,,,"Chlorophylide a ; MgDvp ; C2 ; C1 ; Peridinin ; 19'Buthane  ; Fucoxanthin 0.180; Neoxanthin ; Prasinoxanthin ; Violaxanthin ; HFU 0.239; Diadinoxanthin 0.124; Aloxanthin 0.131; Diatoxanthin ; Monadoxanthin ; Zeaxanthin ; Luthein ; Clorophyll b 0.889; Clorophyll a 0.636; non polar C2(14-14) ; Pheophytin a ; Alpha-carothene ; B-carothene 0.221","HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000",,,,,,,,,,,,,,
"EMOBON_PiEPlentzia_Wa_230904_200um_4",0.889,"HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000",21.8,"YSI ProDSS",21.8,"YSI ProDSS",34.3,"YSI ProDSS",34.3,"YSI ProDSS",,,,,,,,,,47.389,"YSI ProDSS",,,,,,,,,,,,,,,,,,,,,,,8.84,"YSI ProDSS",,,,,,,,,,,"Chlorophylide a ; MgDvp ; C2 ; C1 ; Peridinin ; 19'Buthane  ; Fucoxanthin 0.180; Neoxanthin ; Prasinoxanthin ; Violaxanthin ; HFU 0.239; Diadinoxanthin 0.124; Aloxanthin 0.131; Diatoxanthin ; Monadoxanthin ; Zeaxanthin ; Luthein ; Clorophyll b 0.889; Clorophyll a 0.636; non polar C2(14-14) ; Pheophytin a ; Alpha-carothene ; B-carothene 0.221","HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000",,,,,,,,,,,,,,
"EMOBON_PiEPlentzia_Wa_230904_3um_3",0.889,"HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000",21.8,"YSI ProDSS",21.8,"YSI ProDSS",34.3,"YSI ProDSS",34.3,"YSI ProDSS",,,,,,,,,,47.389,"YSI ProDSS",,,,,,,,,,,,,,,,,,,,,,,8.84,"YSI ProDSS",,,,,,,,,,,"Chlorophylide a ; MgDvp ; C2 ; C1 ; Peridinin ; 19'Buthane  ; Fucoxanthin 0.180; Neoxanthin ; Prasinoxanthin ; Violaxanthin ; HFU 0.239; Diadinoxanthin 0.124; Aloxanthin 0.131; Diatoxanthin ; Monadoxanthin ; Zeaxanthin ; Luthein ; Clorophyll b 0.889; Clorophyll a 0.636; non polar C2(14-14) ; Pheophytin a ; Alpha-carothene ; B-carothene 0.221","HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000",,,,,,,,,,,,,,
"EMOBON_PiEPlentzia_Wa_230904_3um_4",0.889,"HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000",21.8,"YSI ProDSS",21.8,"YSI ProDSS",34.3,"YSI ProDSS",34.3,"YSI ProDSS",,,,,,,,,,47.389,"YSI ProDSS",,,,,,,,,,,,,,,,,,,,,,,8.84,"YSI ProDSS",,,,,,,,,,,"Chlorophylide a ; MgDvp ; C2 ; C1 ; Peridinin ; 19'Buthane  ; Fucoxanthin 0.180; Neoxanthin ; Prasinoxanthin ; Violaxanthin ; HFU 0.239; Diadinoxanthin 0.124; Aloxanthin 0.131; Diatoxanthin ; Monadoxanthin ; Zeaxanthin ; Luthein ; Clorophyll b 0.889; Clorophyll a 0.636; non polar C2(14-14) ; Pheophytin a ; Alpha-carothene ; B-carothene 0.221","HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000",,,,,,,,,,,,,,
"EMOBON_PiEPlentzia_Wa_230904_200um_blank_1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"EMOBON_PiEPlentzia_Wa_230904_3um_blank_1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"EMOBON_PiEPlentzia_Wa_230424_200um_1",0.122,"HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000",14.63,"EXO2 multiparameter sonde",14.63,"EXO2 multiparameter sonde",34.3,"EXO2 multiparameter sonde",34.3,"EXO2 multiparameter sonde",,,,,,,,,,41.83,"EXO2 multiparameter sonde",,,,,,,,,,,,,,,,,,,,,,,7.95,"EXO2 multiparameter sonde",,,,,,,,,,,"Chlorophylide a ; MgDvp ; C2 0.458; C1 ; Peridinin ; 19'Buthane ; Fucoxanthin 0.116; Neoxanthin ; Prasinoxanthin ; Violaxanthin ; HFU ; Diadinoxanthin 0.213; Aloxanthin 0.353; Diatoxanthin ; Monadoxanthin ; Zeaxanthin ; Luthein ; Clorophyll b 0.122; Clorophyll a 1.387; non polar C2(14-14) ; Pheophytin a ; Alpha-carothene ; B-carothene","HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000",,,,,,,,,,,,,,
"EMOBON_PiEPlentzia_Wa_230424_200um_2",0.122,"HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000",14.63,"EXO2 multiparameter sonde",14.63,"EXO2 multiparameter sonde",34.3,"EXO2 multiparameter sonde",34.3,"EXO2 multiparameter sonde",,,,,,,,,,41.83,"EXO2 multiparameter sonde",,,,,,,,,,,,,,,,,,,,,,,7.95,"EXO2 multiparameter sonde",,,,,,,,,,,"Chlorophylide a ; MgDvp ; C2 0.458; C1 ; Peridinin ; 19'Buthane ; Fucoxanthin 0.116; Neoxanthin ; Prasinoxanthin ; Violaxanthin ; HFU ; Diadinoxanthin 0.213; Aloxanthin 0.353; Diatoxanthin ; Monadoxanthin ; Zeaxanthin ; Luthein ; Clorophyll b 0.122; Clorophyll a 1.387; non polar C2(14-14) ; Pheophytin a ; Alpha-carothene ; B-carothene","HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000",,,,,,,,,,,,,,
"EMOBON_PiEPlentzia_Wa_230424_3um_1",0.122,"HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000",14.63,"EXO2 multiparameter sonde",14.63,"EXO2 multiparameter sonde",34.3,"EXO2 multiparameter sonde",34.3,"EXO2 multiparameter sonde",,,,,,,,,,41.83,"EXO2 multiparameter sonde",,,,,,,,,,,,,,,,,,,,,,,7.95,"EXO2 multiparameter sonde",,,,,,,,,,,"Chlorophylide a ; MgDvp ; C2 0.458; C1 ; Peridinin ; 19'Buthane ; Fucoxanthin 0.116; Neoxanthin ; Prasinoxanthin ; Violaxanthin ; HFU ; Diadinoxanthin 0.213; Aloxanthin 0.353; Diatoxanthin ; Monadoxanthin ; Zeaxanthin ; Luthein ; Clorophyll b 0.122; Clorophyll a 1.387; non polar C2(14-14) ; Pheophytin a ; Alpha-carothene ; B-carothene","HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000",,,,,,,,,,,,,,
"EMOBON_PiEPlentzia_Wa_230424_3um_2",0.122,"HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000",14.63,"EXO2 multiparameter sonde",14.63,"EXO2 multiparameter sonde",34.3,"EXO2 multiparameter sonde",34.3,"EXO2 multiparameter sonde",,,,,,,,,,41.83,"EXO2 multiparameter sonde",,,,,,,,,,,,,,,,,,,,,,,7.95,"EXO2 multiparameter sonde",,,,,,,,,,,"Chlorophylide a ; MgDvp ; C2 0.458; C1 ; Peridinin ; 19'Buthane ; Fucoxanthin 0.116; Neoxanthin ; Prasinoxanthin ; Violaxanthin ; HFU ; Diadinoxanthin 0.213; Aloxanthin 0.353; Diatoxanthin ; Monadoxanthin ; Zeaxanthin ; Luthein ; Clorophyll b 0.122; Clorophyll a 1.387; non polar C2(14-14) ; Pheophytin a ; Alpha-carothene ; B-carothene","HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000",,,,,,,,,,,,,,
"EMOBON_PiEPlentzia_Wa_230424_200um_blank","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"EMOBON_PiEPlentzia_Wa_230424_3um_blank","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"EMOBON_PiEPlentzia_Wa_230424_200um_3",0.122,"HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000",14.63,"EXO2 multiparameter sonde",14.63,"EXO2 multiparameter sonde",34.3,"EXO2 multiparameter sonde",34.3,"EXO2 multiparameter sonde",,,,,,,,,,41.83,"EXO2 multiparameter sonde",,,,,,,,,,,,,,,,,,,,,,,7.95,"EXO2 multiparameter sonde",,,,,,,,,,,"Chlorophylide a ; MgDvp ; C2 0.458; C1 ; Peridinin ; 19'Buthane ; Fucoxanthin 0.116; Neoxanthin ; Prasinoxanthin ; Violaxanthin ; HFU ; Diadinoxanthin 0.213; Aloxanthin 0.353; Diatoxanthin ; Monadoxanthin ; Zeaxanthin ; Luthein ; Clorophyll b 0.122; Clorophyll a 1.387; non polar C2(14-14) ; Pheophytin a ; Alpha-carothene ; B-carothene","HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000",,,,,,,,,,,,,,
"EMOBON_PiEPlentzia_Wa_230424_200um_4",0.122,"HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000",14.63,"EXO2 multiparameter sonde",14.63,"EXO2 multiparameter sonde",34.3,"EXO2 multiparameter sonde",34.3,"EXO2 multiparameter sonde",,,,,,,,,,41.83,"EXO2 multiparameter sonde",,,,,,,,,,,,,,,,,,,,,,,7.95,"EXO2 multiparameter sonde",,,,,,,,,,,"Chlorophylide a ; MgDvp ; C2 0.458; C1 ; Peridinin ; 19'Buthane ; Fucoxanthin 0.116; Neoxanthin ; Prasinoxanthin ; Violaxanthin ; HFU ; Diadinoxanthin 0.213; Aloxanthin 0.353; Diatoxanthin ; Monadoxanthin ; Zeaxanthin ; Luthein ; Clorophyll b 0.122; Clorophyll a 1.387; non polar C2(14-14) ; Pheophytin a ; Alpha-carothene ; B-carothene","HPLC (Alliance HPLC System) following the method described by Zapata et al. 2000",,,,,,,,,,,,,,
